trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,header.started,plus.started,minus.started,win_lose.started,polygon_green.started,polygon_red.started,plus.numClicks,plus.timesOn,plus.timesOff,minus.numClicks,minus.timesOn,minus.timesOff,green.response,red.response,participant,session,date,expName,psychopyVersion,frameRate,
13,0,13,0,11.457805400001234,11.457805400001234,11.457805400001234,11.457805400001234,11.457805400001234,11.457805400001234,6,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145]",9,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.1735742000018945]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
14,0,14,0,11.6472829000013,11.6472829000013,11.6472829000013,11.6472829000013,11.6472829000013,11.6472829000013,6,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145]",10,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.1439740999994683]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
15,0,15,0,11.821379900000466,11.821379900000466,11.821379900000466,11.821379900000466,11.821379900000466,11.821379900000466,6,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145]",11,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.1583941999997478]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
16,0,16,0,11.97894129999986,11.97894129999986,11.97894129999986,11.97894129999986,11.97894129999986,11.97894129999986,7,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.3025963000000047]",11,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
17,0,17,0,12.312492500001099,12.312492500001099,12.312492500001099,12.312492500001099,12.312492500001099,12.312492500001099,8,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.15992410000035306]",11,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
18,0,18,0,12.48830910000106,12.48830910000106,12.48830910000106,12.48830910000106,12.48830910000106,12.48830910000106,9,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.19111200000043027]",11,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
19,0,19,0,12.694846499998675,12.694846499998675,12.694846499998675,12.694846499998675,12.694846499998675,12.694846499998675,10,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.1290502000010747]",11,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
20,0,20,0,12.837585000001127,12.837585000001127,12.837585000001127,12.837585000001127,12.837585000001127,12.837585000001127,11,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.15641739999773563]",11,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
21,0,21,0,12.994657300001563,12.994657300001563,12.994657300001563,12.994657300001563,12.994657300001563,12.994657300001563,11,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296]",12,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.30144559999826015]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
22,0,22,0,13.311116400000174,13.311116400000174,13.311116400000174,13.311116400000174,13.311116400000174,13.311116400000174,11,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296]",13,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.19175279999763006]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
23,0,23,0,13.532824499998242,13.532824499998242,13.532824499998242,13.532824499998242,13.532824499998242,13.532824499998242,11,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296]",14,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099, 0.18841919999977108]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.04774069999984931, 0.1884222000007867]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
24,0,24,0,13.721259800000553,13.721259800000553,13.721259800000553,13.721259800000553,13.721259800000553,13.721259800000553,11,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296]",15,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099, 0.18841919999977108, 0.19134440000198083]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.04774069999984931, 0.06381210000108695, 0.1913475000001199]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
25,0,25,0,13.943887299999915,13.943887299999915,13.943887299999915,13.943887299999915,13.943887299999915,13.943887299999915,11,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296]",16,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099, 0.18841919999977108, 0.19134440000198083, 0.16084389999741688]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.04774069999984931, 0.06381210000108695, 0.04894039999999222, 0.1608468999984325]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
26,0,26,0,14.117946999998821,14.117946999998821,14.117946999998821,14.117946999998821,14.117946999998821,14.117946999998821,11,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296]",17,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099, 0.18841919999977108, 0.19134440000198083, 0.16084389999741688, 0.20583869999973103]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.04774069999984931, 0.06381210000108695, 0.04894039999999222, 0.04707060000146157, 0.2058418000015081]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
27,0,27,0,14.339869700001145,14.339869700001145,14.339869700001145,14.339869700001145,14.339869700001145,14.339869700001145,12,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002, 0.3172630000008212]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296, 0.3172660000018368]",17,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099, 0.18841919999977108, 0.19134440000198083, 0.16084389999741688, 0.20583869999973103]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.04774069999984931, 0.06381210000108695, 0.04894039999999222, 0.04707060000146157, 8.240000170189887e-05]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
28,0,28,0,14.657482300000993,14.657482300000993,14.657482300000993,14.657482300000993,14.657482300000993,14.657482300000993,13,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002, 0.3172630000008212, 0.206065900001704]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296, 0.06333850000009988, 0.2060689000027196]",17,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099, 0.18841919999977108, 0.19134440000198083, 0.16084389999741688, 0.20583869999973103]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.04774069999984931, 0.06381210000108695, 0.04894039999999222, 0.04707060000146157, 8.240000170189887e-05]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
29,0,29,0,14.878786299999774,14.878786299999774,14.878786299999774,14.878786299999774,14.878786299999774,14.878786299999774,14,"[0.0007255000018631108, 1.0689374000030512, 0.15802550000080373, 0.12575550000110525, 0.15790190000188886, 0.14190849999795319, 0.30259339999975055, 0.1599212000000989, 0.19110900000305264, 0.12904730000082054, 0.15641439999672002, 0.3172630000008212, 0.206065900001704, 0.14507070000036038]","[0.0001517000018793624, 0.00011870000162161887, 0.00012110000170650892, 0.04660209999929066, 0.0319655999992392, 0.031512500001554145, 0.04803410000022268, 0.04856870000003255, 0.00010990000009769574, 0.04738029999862192, 0.06418630000189296, 0.06333850000009988, 0.0339404000005743, 0.14507360000061453]",17,"[0.00016870000035851263, 0.301521599998523, 0.1900891999976011, 0.19101470000168774, 0.17535510000016075, 0.15939630000139005, 0.15786660000230768, 0.1740962000003492, 0.1735712000008789, 0.1439710999984527, 0.15839129999949364, 0.30144259999724454, 0.19174969999949099, 0.18841919999977108, 0.19134440000198083, 0.16084389999741688, 0.20583869999973103]","[8.430000161752105e-05, 0.0483115999995789, 0.04796190000342904, 0.03349270000035176, 8.340000204043463e-05, 0.047074699999939185, 0.06365089999962947, 0.06361010000182432, 0.03295389999766485, 0.047965300000214484, 0.06420040000011795, 0.06449409999913769, 0.04774069999984931, 0.06381210000108695, 0.04894039999999222, 0.04707060000146157, 8.240000170189887e-05]",None,None,934169,001,2023-05-09_20h26.02.832,pb,2022.2.5,None,
